web-scraper-order,web-scraper-start-url,vulnerability_type,name-href,affects_name,affects_version,type,published,page,page-href,versions,sign,CREDIT,disclosed,CVE,CWE,SNYK ID
1518450346-30027,http://f92dd709.ngrok.io,Insecure Randomness,https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40169,zope2,"[,2.13.19)",pip,"06 Nov, 2012",122,https://snyk.io/vuln/page/122,"[,2.13.19)",M,Unknown,"06 Nov, 2012",CVE-2012-6661,CWE-338,SNYK-PYTHON-ZOPE2-40169
1518450374-30039,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40143,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",L,Unknown,"06 Nov, 2012",CVE-2012-5502,CWE-79,SNYK-PYTHON-PLONE-40143
1518450391-30047,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40127,zope2,"[2.12.0a2,2.12.26]",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[2.12.0a2,2.12.26]",M,Unknown,"06 Nov, 2012",CVE-2012-5495,CWE-94,SNYK-PYTHON-ZOPE2-40127
1518450372-30038,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40144,zope2,"[2.12,2.12.27), [2.13,2.13.20)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[2.12,2.12.27), [2.13,2.13.20)",M,Unknown,"06 Nov, 2012",CVE-2012-5503,null,SNYK-PYTHON-ZOPE2-40144
1518450376-30040,http://f92dd709.ngrok.io,Arbitrary BLOB Read,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40140,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5501,CWE-264,SNYK-PYTHON-PLONE-40140
1518450403-30053,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40118,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5490,CWE-79,SNYK-PYTHON-PLONE-40118
1518450380-30042,http://f92dd709.ngrok.io,Cross-Site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40136,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5500,CWE-352,SNYK-PYTHON-PLONE-40136
1518450382-30043,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40134,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5499,CWE-399,SNYK-PYTHON-PLONE-40134
1518450393-30048,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40126,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5494,CWE-79,SNYK-PYTHON-PLONE-40126
1518450388-30046,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40128,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5495,CWE-94,SNYK-PYTHON-PLONE-40128
1518450384-30044,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40133,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5498,CWE-264,SNYK-PYTHON-PLONE-40133
1518450365-30035,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-ZOPE2-40148,zope2,"[2.12,2.12.27), [2.13,2.13.20)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[2.12,2.12.27), [2.13,2.13.20)",M,Unknown,"06 Nov, 2012",CVE-2012-5504,CWE-79,SNYK-PYTHON-ZOPE2-40148
1518450407-30055,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-PLONE-40110,plone,"[,4.2.3), [4.3,4.3b1)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,4.2.3), [4.3,4.3b1)",M,Unknown,"06 Nov, 2012",CVE-2012-5488,CWE-94,SNYK-PYTHON-PLONE-40110
1518450378-30041,http://f92dd709.ngrok.io,Arbitrary BLOB Read Permissions,https://snyk.io/vuln/SNYK-PYTHON-PLONEAPPBLOB-40138,plone.app.blob,"[,1.5.2)",pip,"06 Nov, 2012",121,https://snyk.io/vuln/page/121,"[,1.5.2)",M,Alessandro SauzheR,"06 Nov, 2012",CVE-2012-5501,CWE-264,SNYK-PYTHON-PLONEAPPBLOB-40138
1518496414-31792,http://f92dd709.ngrok.io,XML External Entity (XXE) Injection,https://snyk.io/vuln/SNYK-PYTHON-PYSAML2-40373,pysaml2,"[,4.4.0]",pip,"06 Oct, 2016",63,https://snyk.io/vuln/page/63,"[,4.4.0]",H,Matias P. Brutti,"06 Oct, 2016",CVE-2016-10149,CWE-611,SNYK-PYTHON-PYSAML2-40373
1518490586-31698,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40426,plone,"[4,5.1a1]",pip,"06 Sep, 2016",66,https://snyk.io/vuln/page/66,"[4,5.1a1]",L,Sebastian Perez,"06 Sep, 2016",CVE-2016-7139,null,SNYK-PYTHON-PLONE-40426
1518490646-31699,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PLONEAPPUSERS-40425,plone.app.users,"[2.0,2.3.8)",pip,"06 Sep, 2016",66,https://snyk.io/vuln/page/66,"[2.0,2.3.8)",M,Unknown,"06 Sep, 2016",CVE-2016-7139,CWE-79,SNYK-PYTHON-PLONEAPPUSERS-40425
1518575045-33060,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40626,django,"[1.9,1.10.8), [1.11a1,1.11.5)",pip,"06 Sep, 2017",21,https://snyk.io/vuln/page/21,"[1.9,1.10.8), [1.11a1,1.11.5)",L,Charles Bideau,"05 Sep, 2017",CVE-2017-12794,CWE-79,SNYK-PYTHON-DJANGO-40626
1518450236-29986,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-REQUESTS-40480,requests,"[,1.2.3]",pip,"07 Apr, 2012",123,https://snyk.io/vuln/page/123,"[,1.2.3]",H,Unknown,"07 Apr, 2012",null,null,SNYK-PYTHON-REQUESTS-40480
1518537610-32457,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-AIRFLOW-40624,airflow,[1.8.0],pip,"07 Apr, 2017",41,https://snyk.io/vuln/page/41,[1.8.0],H,Unknown,"07 Apr, 2017",null,null,SNYK-PYTHON-AIRFLOW-40624
1518450816-30216,http://f92dd709.ngrok.io,Arbitrary Code Injection,https://snyk.io/vuln/SNYK-PYTHON-GRAPHITEWEB-40231,graphite-web,"[0.9.5,0.9.11)",pip,"07 Aug, 2013",115,https://snyk.io/vuln/page/115,"[0.9.5,0.9.11)",M,Unknown,"07 Aug, 2013",CVE-2013-5942,CWE-94,SNYK-PYTHON-GRAPHITEWEB-40231
1518450818-30217,http://f92dd709.ngrok.io,Arbitrary Code Injection,https://snyk.io/vuln/SNYK-PYTHON-GRAPHITEWEB-40229,graphite-web,"[0.9.5,0.9.11)",pip,"07 Aug, 2013",115,https://snyk.io/vuln/page/115,"[0.9.5,0.9.11)",M,Charlie Eriksen,"07 Aug, 2013",CVE-2013-5093,CWE-94,SNYK-PYTHON-GRAPHITEWEB-40229
1518450814-30215,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-GRAPHITEWEB-40232,graphite-web,"[,0.9.11)",pip,"07 Aug, 2013",115,https://snyk.io/vuln/page/115,"[,0.9.11)",M,Unknown,"07 Aug, 2013",CVE-2013-5943,CWE-79,SNYK-PYTHON-GRAPHITEWEB-40232
1518450470-30066,http://f92dd709.ngrok.io,Authentication Bypass,https://snyk.io/vuln/SNYK-PYTHON-RSA-40542,rsa,"[3.0,3.4)",pip,"07 Dec, 2012",120,https://snyk.io/vuln/page/120,"[3.0,3.4)",H,Sergio Lerner,"07 Dec, 2012",null,CWE-287,SNYK-PYTHON-RSA-40542
1518600313-33467,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-MISTUNE-40765,mistune,"[,0.8.1)",pip,"07 Dec, 2017",7,https://snyk.io/vuln/page/7,"[,0.8.1)",M,Unknown,"19 Nov, 2017",CVE-2017-16876,CWE-79,SNYK-PYTHON-MISTUNE-40765
1518600193-33465,http://f92dd709.ngrok.io,Timing Attack,https://snyk.io/vuln/SNYK-PYTHON-DJANGOBASICAUTH-42041,django-basicauth,"[,0.4.2)",pip,"07 Dec, 2017",7,https://snyk.io/vuln/page/7,"[,0.4.2)",M,Hugo Castilho,"03 Dec, 2017",null,null,SNYK-PYTHON-DJANGOBASICAUTH-42041
1518600373-33468,http://f92dd709.ngrok.io,Access Restriction Bypass,https://snyk.io/vuln/SNYK-PYTHON-SWAUTH-40766,swauth,"[,1.2.0]",pip,"07 Dec, 2017",7,https://snyk.io/vuln/page/7,"[,1.2.0]",M,Unknown,"20 Nov, 2017",CVE-2017-16613,CWE-287,SNYK-PYTHON-SWAUTH-40766
1518600132-33464,http://f92dd709.ngrok.io,Access Restriction Bypass,https://snyk.io/vuln/SNYK-PYTHON-BORGBACKUP-40764,borgbackup,"[1.1.0b1,1.1.3)",pip,"07 Dec, 2017",7,https://snyk.io/vuln/page/7,"[1.1.0b1,1.1.3)",M,Florian Apolloner,"26 Nov, 2017",CVE-2017-15914,CWE-285,SNYK-PYTHON-BORGBACKUP-40764
1518600253-33466,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-GLANCE-42039,glance,"[,2013.1.4)",pip,"07 Dec, 2017",7,https://snyk.io/vuln/page/7,"[,2013.1.4)",M,Stuart McLaren,"02 Dec, 2017",CVE-2013-4428,CWE-200,SNYK-PYTHON-GLANCE-42039
1518450039-29904,http://f92dd709.ngrok.io,Privilege Escalation,https://snyk.io/vuln/SNYK-PYTHON-AUTHBWC-40499,authbwc,"[,0.1.4)",pip,"07 Jan, 2011",126,https://snyk.io/vuln/page/126,"[,0.1.4)",L,Unknown,"07 Jan, 2011",null,null,SNYK-PYTHON-AUTHBWC-40499
1518451413-30465,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-AJENTI-40287,ajenti,"[,1.2.21.6]",pip,"07 Jun, 2014",107,https://snyk.io/vuln/page/107,"[,1.2.21.6]",M,Unknown,"07 Jun, 2014",CVE-2014-4301,CWE-79,SNYK-PYTHON-AJENTI-40287
1518590803-33314,http://f92dd709.ngrok.io,Access Restriction Bypass,https://snyk.io/vuln/SNYK-PYTHON-TIDDLYWEB-42037,tiddlyweb,"[,1.2.18)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,1.2.18)",H,Unknown,"22 Feb, 2011",null,CWE-287,SNYK-PYTHON-TIDDLYWEB-42037
1518590562-33310,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-RTV-42026,rtv,"[,1.12.1)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,1.12.1)",M,Michael Lazar,"27 Sep, 2016",null,CWE-94,SNYK-PYTHON-RTV-42026
1518589539-33294,http://f92dd709.ngrok.io,Man-in-the-Middle (MitM),https://snyk.io/vuln/SNYK-PYTHON-DEIS-42036,deis,"[,1.4)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,1.4)",L,Arne-Christian Blystad,"15 Feb, 2015",null,CWE-310,SNYK-PYTHON-DEIS-42036
1518590322-33306,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PYPISERVER-42035,pypiserver,"[,1.1.7)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,1.1.7)",M,zenzic64,"08 Mar, 2015",null,CWE-79,SNYK-PYTHON-PYPISERVER-42035
1518590382-33307,http://f92dd709.ngrok.io,Cross-Site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-PYRAMIDODESK-42027,pyramid-odesk,"[,1.1.2)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,1.1.2)",M,Unknown,"23 Nov, 2013",null,CWE-352,SNYK-PYTHON-PYRAMIDODESK-42027
1518589599-33295,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-DJANGOGUTS-42025,django-guts,"[,0.1.1)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,0.1.1)",M,Unknown,"12 Mar, 2011",null,CWE-264,SNYK-PYTHON-DJANGOGUTS-42025
1518589659-33296,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-DJANGOINITIALAVATARS-42021,django-initial-avatars,"[,0.5.0)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,0.5.0)",M,Unknown,"14 Nov, 2015",null,CWE-200,SNYK-PYTHON-DJANGOINITIALAVATARS-42021
1518590502-33309,http://f92dd709.ngrok.io,Man-in-the-Middle (MitM),https://snyk.io/vuln/SNYK-PYTHON-PYTHONOTR-42023,python-otr,"[,1.1.0)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,1.1.0)",M,Unknown,"20 Jan, 2016",null,CWE-300,SNYK-PYTHON-PYTHONOTR-42023
1518589961-33301,http://f92dd709.ngrok.io,Cross-site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-PLONE-40343,plone,"[,5.0)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,5.0)",H,Unknown,"27 Feb, 2016",CVE-2015-7293,null,SNYK-PYTHON-PLONE-40343
1518590622-33311,http://f92dd709.ngrok.io,Authentication Bypass,https://snyk.io/vuln/SNYK-PYTHON-SALT-40326,salt,"[2015.5, 2015.5.6), [2015.8, 2015.8.1)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[2015.5, 2015.5.6), [2015.8, 2015.8.1)",H,Unknown,"14 Feb, 2017",CVE-2015-4017,CWE-287,SNYK-PYTHON-SALT-40326
1518590682-33312,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-SALT-40452,salt,"[,2015.8.12), [2016.3, 2016.3.5), [2016.11, 2016.11.2)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,2015.8.12), [2016.3, 2016.3.5), [2016.11, 2016.11.2)",H,Unknown,"20 Mar, 2017",CVE-2017-5192,CWE-94,SNYK-PYTHON-SALT-40452
1518589840-33299,http://f92dd709.ngrok.io,Open Redirect,https://snyk.io/vuln/SNYK-PYTHON-PLONEAPPCONTENT-42022,plone.app.content,"[,3.3.1)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,3.3.1)",M,Maurits van Rees,"30 Aug, 2016",null,CWE-601,SNYK-PYTHON-PLONEAPPCONTENT-42022
1518590021-33302,http://f92dd709.ngrok.io,Cross-Site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-PMR2OAUTH-42033,pmr2.oauth,"[,0.4.2)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,0.4.2)",M,Unknown,"31 Jan, 2013",null,CWE-352,SNYK-PYTHON-PMR2OAUTH-42033
1518590442-33308,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-PYTESTGIT-42031,pytest-git,"[,1.1.0)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,1.1.0)",H,Unknown,"16 Feb, 2016",null,CWE-95,SNYK-PYTHON-PYTESTGIT-42031
1518590141-33304,http://f92dd709.ngrok.io,Information Exposure,https://snyk.io/vuln/SNYK-PYTHON-PYDAL-40678,pydal,"[,15.02.27)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,15.02.27)",H,Robin Manoli,"26 Feb, 2015",null,CWE-524,SNYK-PYTHON-PYDAL-40678
1518589780-33298,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PEPPERCORN-42024,peppercorn,"[,0.5)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,0.5)",M,Unknown,"29 Sep, 2014",null,CWE-399,SNYK-PYTHON-PEPPERCORN-42024
1518590262-33305,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PYGRESQL-42032,pygresql,"[,4.0)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,4.0)",H,Unknown,"14 Oct, 2009",CVE-2009-2940,CWE-79,SNYK-PYTHON-PYGRESQL-42032
1518590081-33303,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-PRODUCTSPORTALTRANSFORMS-40069,products_portaltransforms,"[1.6.1,2.0.7)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[1.6.1,2.0.7)",L,Unknown,"06 Jun, 2011",CVE-2011-1949,CWE-79,SNYK-PYTHON-PRODUCTSPORTALTRANSFORMS-40069
1518590743-33313,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-SALT-40453,salt,"[,2015.8.13), [2016.3, 2016.3.5), [2016.11, 2016.11.2)",pip,"07 Nov, 2017",12,https://snyk.io/vuln/page/12,"[,2015.8.13), [2016.3, 2016.3.5), [2016.11, 2016.11.2)",H,Unknown,"20 Mar, 2017",CVE-2017-5200,CWE-94,SNYK-PYTHON-SALT-40453
1518589900-33300,http://f92dd709.ngrok.io,Access Restriction Bypass,https://snyk.io/vuln/SNYK-PYTHON-PLONEDEXTERITY-42034,plone.dexterity,"[,2.3.0)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,2.3.0)",M,Jens W. Klein,"13 Mar, 2015",null,CWE-284,SNYK-PYTHON-PLONEDEXTERITY-42034
1518589720-33297,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-OPENSLIDES-42020,openslides,"[,2.1)",pip,"07 Nov, 2017",13,https://snyk.io/vuln/page/13,"[,2.1)",M,Finn Stutzenstein,"15 Jan, 2017",null,CWE-79,SNYK-PYTHON-OPENSLIDES-42020
1518450864-30239,http://f92dd709.ngrok.io,Timing Attack,https://snyk.io/vuln/SNYK-PYTHON-AUTOBAHN-40501,autobahn,"[,0.6.4)",pip,"07 Oct, 2013",115,https://snyk.io/vuln/page/115,"[,0.6.4)",L,Unknown,"07 Oct, 2013",null,null,SNYK-PYTHON-AUTOBAHN-40501
1518455972-31141,http://f92dd709.ngrok.io,HTTP Response Splitting,https://snyk.io/vuln/SNYK-PYTHON-WAITRESS-40566,waitress,"[,0.8.11b0)",pip,"07 Oct, 2015",85,https://snyk.io/vuln/page/85,"[,0.8.11b0)",M,Bert JW Regeer,"07 Oct, 2015",null,CWE-113,SNYK-PYTHON-WAITRESS-40566
1518476343-31469,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-ANSIBLE-40389,ansible,"[1.9.5,1.9.6), [2,2.0.2.0)",pip,"08 Apr, 2016",74,https://snyk.io/vuln/page/74,"[1.9.5,1.9.6), [2,2.0.2.0)",H,Unknown,"08 Apr, 2016",CVE-2016-3096,CWE-94,SNYK-PYTHON-ANSIBLE-40389
1518488602-31666,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-IPYTHON-40407,ipython,"[2,4.0)",pip,"08 Aug, 2016",67,https://snyk.io/vuln/page/67,"[2,4.0)",M,Steven Silvester,"08 Aug, 2016",CVE-2016-6524,CWE-94,SNYK-PYTHON-IPYTHON-40407
1518571139-32997,http://f92dd709.ngrok.io,Arbitrary Command Execution,https://snyk.io/vuln/SNYK-PYTHON-SUPERVISOR-40610,supervisor,"[3.0a1,3.0.1), [3.1,3.1.4), [3.2,3.2.4), [3.3,3.3.3)",pip,"08 Aug, 2017",23,https://snyk.io/vuln/page/23,"[3.0a1,3.0.1), [3.1,3.1.4), [3.2,3.2.4), [3.3,3.3.3)",H,Maor Shwartz,"18 Jul, 2017",CVE-2017-11610,CWE-94,SNYK-PYTHON-SUPERVISOR-40610
1518450472-30067,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-MOIN-40163,moin,"[,1.9.5)",pip,"08 Dec, 2012",120,https://snyk.io/vuln/page/120,"[,1.9.5)",M,Unknown,"08 Dec, 2012",CVE-2012-6082,CWE-79,SNYK-PYTHON-MOIN-40163
1518504046-31915,http://f92dd709.ngrok.io,HTTP Response Splitting,https://snyk.io/vuln/SNYK-PYTHON-BOTTLE-40448,bottle,"[0.10.1,0.12.11)",pip,"08 Dec, 2016",59,https://snyk.io/vuln/page/59,"[0.10.1,0.12.11)",M,Unknown,"08 Dec, 2016",CVE-2016-9964,CWE-93,SNYK-PYTHON-BOTTLE-40448
1518450066-29912,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40059,django,"[,1.1.4), [1.2,1.2.5)",pip,"08 Feb, 2011",126,https://snyk.io/vuln/page/126,"[,1.1.4), [1.2,1.2.5)",M,e.generalov,"08 Feb, 2011",CVE-2011-0697,CWE-79,SNYK-PYTHON-DJANGO-40059
1518450064-29911,http://f92dd709.ngrok.io,Directory Traversal,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40060,django,"[,1.1.4), [1.2,1.2.5)",pip,"08 Feb, 2011",126,https://snyk.io/vuln/page/126,"[,1.1.4), [1.2,1.2.5)",H,Paul McMillan,"08 Feb, 2011",CVE-2011-0698,CWE-22,SNYK-PYTHON-DJANGO-40060
1518450068-29913,http://f92dd709.ngrok.io,Cross-site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40058,django,"[,1.1.4), [1.2,1.2.5)",pip,"08 Feb, 2011",126,https://snyk.io/vuln/page/126,"[,1.1.4), [1.2,1.2.5)",M,Michael Koziarski,"08 Feb, 2011",CVE-2011-0696,CWE-352,SNYK-PYTHON-DJANGO-40058
1518450191-29967,http://f92dd709.ngrok.io,Privileges Escalation,https://snyk.io/vuln/SNYK-PYTHON-PASTESCRIPT-40091,pastescript,"[,1.7.5)",pip,"08 Feb, 2012",124,https://snyk.io/vuln/page/124,"[,1.7.5)",M,Clay Gerrard,"08 Feb, 2012",CVE-2012-0878,CWE-264,SNYK-PYTHON-PASTESCRIPT-40091
1518525340-32258,http://f92dd709.ngrok.io,XML External Entity (XXE) Injection,https://snyk.io/vuln/SNYK-PYTHON-OPENPYXL-40459,openpyxl,"[1.1.0,2.4.1)",pip,"08 Feb, 2017",47,https://snyk.io/vuln/page/47,"[1.1.0,2.4.1)",M,Unknown,"08 Feb, 2017",CVE-2017-5992,CWE-611,SNYK-PYTHON-OPENPYXL-40459
1518452895-31060,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40334,django,"[1.8,1.8.3)",pip,"08 Jul, 2015",87,https://snyk.io/vuln/page/87,"[1.8,1.8.3)",H,"João Silva, Ross Brunton","08 Jul, 2015",CVE-2015-5145,CWE-399,SNYK-PYTHON-DJANGO-40334
1518452900-31062,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40332,django,"[,1.4.21), [1.5,1.7.9), [1.8,1.8.3)",pip,"08 Jul, 2015",87,https://snyk.io/vuln/page/87,"[,1.4.21), [1.5,1.7.9), [1.8,1.8.3)",M,"Eric Peterson, Lin Hua Cheng","08 Jul, 2015",CVE-2015-5143,CWE-399,SNYK-PYTHON-DJANGO-40332
1518452898-31061,http://f92dd709.ngrok.io,HTTP Response Splitting,https://snyk.io/vuln/SNYK-PYTHON-DJANGO-40333,django,"[,1.4.21), [1.5,1.7.9), [1.8,1.8.3)",pip,"08 Jul, 2015",87,https://snyk.io/vuln/page/87,"[,1.4.21), [1.5,1.7.9), [1.8,1.8.3)",M,Unknown,"08 Jul, 2015",CVE-2015-5144,CWE-113,SNYK-PYTHON-DJANGO-40333
1518452902-31063,http://f92dd709.ngrok.io,Cross-site Request Forgery (CSRF),https://snyk.io/vuln/SNYK-PYTHON-IPYTHON-40338,ipython,"[,3.2.1)",pip,"08 Jul, 2015",87,https://snyk.io/vuln/page/87,"[,3.2.1)",M,Unknown,"08 Jul, 2015",CVE-2015-5607,CWE-352,SNYK-PYTHON-IPYTHON-40338
1518450215-29976,http://f92dd709.ngrok.io,Denial of Service (DoS),https://snyk.io/vuln/SNYK-PYTHON-PYFRIBIDI-40093,pyfribidi,"[,0.11.0)",pip,"08 Mar, 2012",123,https://snyk.io/vuln/page/123,"[,0.11.0)",M,Ralf Schmitt,"08 Mar, 2012",CVE-2012-1176,CWE-119,SNYK-PYTHON-PYFRIBIDI-40093
1518531359-32355,http://f92dd709.ngrok.io,Arbitrary Code Execution,https://snyk.io/vuln/SNYK-PYTHON-AIRFLOW-40619,airflow,"[,1.8.1]",pip,"08 Mar, 2017",44,https://snyk.io/vuln/page/44,"[,1.8.1]",M,Rui Wang,"08 Mar, 2017",null,CWE-94,SNYK-PYTHON-AIRFLOW-40619
1518449980-29882,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-MOIN-40049,moin,"[,1.7.3), [1.8,1.8.8), [1.9,1.9.3)",pip,"08 May, 2010",127,https://snyk.io/vuln/page/127,"[,1.7.3), [1.8,1.8.8), [1.9,1.9.3)",M,Unknown,"08 May, 2010",CVE-2010-2487,CWE-79,SNYK-PYTHON-MOIN-40049
1518449982-29883,http://f92dd709.ngrok.io,Cross-site Scripting (XSS),https://snyk.io/vuln/SNYK-PYTHON-MOIN-40052,moin,"[1.9,1.9.3)",pip,"08 May, 2010",127,https://snyk.io/vuln/page/127,"[1.9,1.9.3)",M,Unknown,"08 May, 2010",CVE-2010-2970,CWE-79,SNYK-PYTHON-MOIN-40052
